年份,省份,院校代码,学校,专业名称,最低分,最低位次,选科要求,录取批次,隶属,办学层次,办学类型,学校性质,是否双一流,是否 985,是否 211,城市,网址
2023,浙江,10335,浙江大学,工科试验班（信息）（含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业；收费6000元/年）,683,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,工科试验班（竺可桢学院图灵班）（含计算机科学与技术、信息安全、人工智能；收费6900元/年）,681,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,医学试验班（8年制）（含临床医学；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,理科试验班类（含数学与应用数学、信息与计算科学、统计学、心理学、信息管理与信息系统；收费5300元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,工科试验班（电气与自动化）（含电气工程及其自动化、电子信息工程；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,工科试验班（建筑与土木）（5年制）（含建筑学、城乡规划、土木、水利与交通工程；收费6000元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,科技与创意设计试验班（含工业设计；收费6900元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,工科试验班（机械与材料）（含机械工程、材料科学与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,工科试验班（能源、化工与高分子）（含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,机器人工程（竺可桢学院）（收费6900元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,工科试验班（中外合作办学，ZJUUIUC联合学院）（含机械工程、电子与计算机工程、电气工程及其自动化、土木工程；只招收有专业志愿的考生，在海宁国际校区就读；同时获浙江大学毕业证书、学士学位证书和美国伊利诺伊大学厄巴纳香槟校区学士学位证书；收费120000元/年）（中外合作办学）,636,5093,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）（含新闻学、传播学、英语、翻译、德语、法语、西班牙语、日语、俄语、经济学、财政学、金融学、国际经济与贸易、教育学、信息资源管理、会计学、工商管理、社会学、农林经济管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,外国语言文学类（含英语、翻译、德语、法语、西班牙语、日语、俄语；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,新闻传播学类（含新闻学、传播学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10335,浙江大学,人文科学试验班（含古典文献学、汉语言文学、哲学、历史学、文物与博物馆学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（信息）（含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业；收费6000元/年）,683,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（竺可桢学院图灵班）（含计算机科学与技术、信息安全、人工智能；收费6900元/年）,681,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,医学试验班（8年制）（含临床医学；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,理科试验班类（含数学与应用数学、信息与计算科学、统计学、心理学、信息管理与信息系统；收费5300元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（电气与自动化）（含电气工程及其自动化、电子信息工程；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（建筑与土木）（5年制）（含建筑学、城乡规划、土木、水利与交通工程；收费6000元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,科技与创意设计试验班（含工业设计；收费6900元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（机械与材料）（含机械工程、材料科学与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（能源、化工与高分子）（含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,机器人工程（竺可桢学院）（收费6900元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,工科试验班（中外合作办学，ZJUUIUC联合学院）（含机械工程、电子与计算机工程、电气工程及其自动化、土木工程；只招收有专业志愿的考生，在海宁国际校区就读；同时获浙江大学毕业证书、学士学位证书和美国伊利诺伊大学厄巴纳香槟校区学士学位证书；收费120000元/年）（中外合作办学）,636,5093,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）（含新闻学、传播学、英语、翻译、德语、法语、西班牙语、日语、俄语、经济学、财政学、金融学、国际经济与贸易、教育学、信息资源管理、会计学、工商管理、社会学、农林经济管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,外国语言文学类（含英语、翻译、德语、法语、西班牙语、日语、俄语；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,新闻传播学类（含新闻学、传播学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2022,浙江,10335,浙江大学,人文科学试验班（含古典文献学、汉语言文学、哲学、历史学、文物与博物馆学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（信息）（含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业；收费6000元/年）,683,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（竺可桢学院图灵班）（含计算机科学与技术、信息安全、人工智能；收费6900元/年）,681,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,医学试验班（8年制）（含临床医学；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,理科试验班类（含数学与应用数学、信息与计算科学、统计学、心理学、信息管理与信息系统；收费5300元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（电气与自动化）（含电气工程及其自动化、电子信息工程；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（建筑与土木）（5年制）（含建筑学、城乡规划、土木、水利与交通工程；收费6000元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,科技与创意设计试验班（含工业设计；收费6900元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（机械与材料）（含机械工程、材料科学与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（能源、化工与高分子）（含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,机器人工程（竺可桢学院）（收费6900元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,工科试验班（中外合作办学，ZJUUIUC联合学院）（含机械工程、电子与计算机工程、电气工程及其自动化、土木工程；只招收有专业志愿的考生，在海宁国际校区就读；同时获浙江大学毕业证书、学士学位证书和美国伊利诺伊大学厄巴纳香槟校区学士学位证书；收费120000元/年）（中外合作办学）,636,5093,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）（含新闻学、传播学、英语、翻译、德语、法语、西班牙语、日语、俄语、经济学、财政学、金融学、国际经济与贸易、教育学、信息资源管理、会计学、工商管理、社会学、农林经济管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,外国语言文学类（含英语、翻译、德语、法语、西班牙语、日语、俄语；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,新闻传播学类（含新闻学、传播学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2021,浙江,10335,浙江大学,人文科学试验班（含古典文献学、汉语言文学、哲学、历史学、文物与博物馆学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（信息）（含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业；收费6000元/年）,683,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（竺可桢学院图灵班）（含计算机科学与技术、信息安全、人工智能；收费6900元/年）,681,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,医学试验班（8年制）（含临床医学；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,理科试验班类（含数学与应用数学、信息与计算科学、统计学、心理学、信息管理与信息系统；收费5300元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（电气与自动化）（含电气工程及其自动化、电子信息工程；收费6900元/年）,679,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（建筑与土木）（5年制）（含建筑学、城乡规划、土木、水利与交通工程；收费6000元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,科技与创意设计试验班（含工业设计；收费6900元/年）,678,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（机械与材料）（含机械工程、材料科学与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（能源、化工与高分子）（含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程；收费6000元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,机器人工程（竺可桢学院）（收费6900元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,677,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,工科试验班（中外合作办学，ZJUUIUC联合学院）（含机械工程、电子与计算机工程、电气工程及其自动化、土木工程；只招收有专业志愿的考生，在海宁国际校区就读；同时获浙江大学毕业证书、学士学位证书和美国伊利诺伊大学厄巴纳香槟校区学士学位证书；收费120000元/年）（中外合作办学）,636,5093,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）（含新闻学、传播学、英语、翻译、德语、法语、西班牙语、日语、俄语、经济学、财政学、金融学、国际经济与贸易、教育学、信息资源管理、会计学、工商管理、社会学、农林经济管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学；收费5300元/年）,648,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,外国语言文学类（含英语、翻译、德语、法语、西班牙语、日语、俄语；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,新闻传播学类（含新闻学、传播学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2020,浙江,10335,浙江大学,人文科学试验班（含古典文献学、汉语言文学、哲学、历史学、文物与博物馆学；收费5300元/年）,647,-,,本科一批,教育部,普通本科,综合类,公办,是,是,是,杭州市,https://www.gaokao.cn/school/114/provinceline
2023,浙江,10337,浙江工业大学,电气类（含电气工程及其自动化、自动化；收费学地点朝晖校区）,601,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,10337,浙江工业大学,环境科学与工程类（含环境工程、环境科学；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,598,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,10337,浙江工业大学,材料类（含材料科学与工程、高分子材料与工程；第一学年在屏峰校区就读，第二学年起在莫干山校区就读。可参加学校与昆士兰大学“2+2”学分互认项目）,596,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,10337,浙江工业大学,土木类（含土木工程、给排水科学与工程；收费6900元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,10337,浙江工业大学,管理科学与工程类（含信息管理与信息系统、工程管理；收费5300元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,10337,浙江工业大学,数学类（含数学与应用数学、信息与计算科学；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,10337,浙江工业大学,生物工程类（含生物工程、生物技术；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,电气类（含电气工程及其自动化、自动化；收费学地点朝晖校区）,601,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,环境科学与工程类（含环境工程、环境科学；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,598,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,材料类（含材料科学与工程、高分子材料与工程；第一学年在屏峰校区就读，第二学年起在莫干山校区就读。可参加学校与昆士兰大学“2+2”学分互认项目）,596,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,土木类（含土木工程、给排水科学与工程；收费6900元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,管理科学与工程类（含信息管理与信息系统、工程管理；收费5300元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,数学类（含数学与应用数学、信息与计算科学；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2022,浙江,10337,浙江工业大学,生物工程类（含生物工程、生物技术；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,电气类（含电气工程及其自动化、自动化；收费学地点朝晖校区）,601,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,环境科学与工程类（含环境工程、环境科学；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,598,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,材料类（含材料科学与工程、高分子材料与工程；第一学年在屏峰校区就读，第二学年起在莫干山校区就读。可参加学校与昆士兰大学“2+2”学分互认项目）,596,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,土木类（含土木工程、给排水科学与工程；收费6900元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,管理科学与工程类（含信息管理与信息系统、工程管理；收费5300元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,数学类（含数学与应用数学、信息与计算科学；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2021,浙江,10337,浙江工业大学,生物工程类（含生物工程、生物技术；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,电气类（含电气工程及其自动化、自动化；收费学地点朝晖校区）,601,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,环境科学与工程类（含环境工程、环境科学；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,598,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,材料类（含材料科学与工程、高分子材料与工程；第一学年在屏峰校区就读，第二学年起在莫干山校区就读。可参加学校与昆士兰大学“2+2”学分互认项目）,596,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,土木类（含土木工程、给排水科学与工程；收费6900元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,管理科学与工程类（含信息管理与信息系统、工程管理；收费5300元/年；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,数学类（含数学与应用数学、信息与计算科学；办学地点朝晖校区）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2020,浙江,10337,浙江工业大学,生物工程类（含生物工程、生物技术；第一学年在屏峰校区就读，第二学年起在莫干山校区就读；收费6000元/年）,595,-,,本科一批,浙江省,普通本科,理工类,公办,否,否,否,杭州市,https://www.gaokao.cn/school/242/provinceline
2023,浙江,11646,宁波大学,人文地理与城乡规划（中外合作办学）（中法合作）（中外合作办学）,566,6649,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,英语,583,3618,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,法学类,583,3618,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,传播学,582,3761,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,人文地理与城乡规划（中外合作办学）（中法合作）（中外合作办学）,566,6649,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,旅游管理（中外合作办学）（中法合作）（中外合作办学）,548,11627,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,英语,583,3618,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,法学类,583,3618,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,传播学,582,3761,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,旅游管理（中外合作办学）（中法合作）（中外合作办学）,548,11627,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
2023,浙江,11646,宁波大学,人文地理与城乡规划（中外合作办学）（中法合作）（中外合作办学）,564,30121,,本科批,浙江省,普通本科,综合类,公办,是,否,否,宁波市,https://www.gaokao.cn/school/240/provinceline
